'' 139 4585 4593 4595 4602 4603 4609 4625 4630 4632 4662 4664 4665 4689 4691 4692 4713 4714 4719 4769 4781 4785 4809 4810 4816 4824 4867 4882 4893 4903 4933 4941 4944 4951 4964 4988 5002 5003 5070 5109 5115 5117 5127 5132 5134 5139 5160 5162 5167 5171 5172 5176 5177 5193 5194 5195 5201 5206 5214 5226 5235 5244 5258 5268 5270 5271 5273 5283 5286 5288 5290 5318 5335 5345 5352 5363 5376 5377 5382 5388 5391 5392 5394 5408 5412 5453 5456 5458 5467 5471 5472 5473 5474 5505 5506 5507 5511 5523 5542 5554 5561 5567 5570 5586 5598 5655 5667 5690 5702 5706 5710 5711 5712 5717 5719 5727 5734 5746 5750 5752 5755 5761 5778 5779 5786 5787 5796 5800 5808 5827 5841 5850 5858 5868 5870 5879 5888 5895 5896 5908
'd 1 5888
'll 5 4951 5160 5288 5363 5376
'm 3 5345 5376 5561
'protection 1 4595
're 5 4625 4944 5467 5473 5808
's 309 4576 4577 4579 4584 4591 4592 4593 4599 4600 4602 4603 4604 4605 4609 4613 4615 4617 4621 4623 4625 4629 4630 4631 4633 4636 4637 4638 4640 4654 4659 4665 4666 4679 4687 4689 4690 4691 4692 4695 4700 4709 4711 4717 4719 4720 4735 4739 4740 4741 4742 4751 4768 4769 4772 4778 4781 4785 4787 4795 4796 4798 4806 4809 4816 4818 4822 4825 4833 4835 4867 4881 4884 4890 4893 4898 4905 4910 4933 4937 4941 4944 4951 4953 4962 4964 4974 4983 4987 4988 5009 5031 5053 5057 5070 5071 5077 5081 5091 5094 5109 5113 5115 5116 5117 5119 5125 5127 5132 5134 5139 5145 5146 5150 5152 5153 5156 5160 5162 5167 5168 5169 5171 5172 5176 5177 5178 5181 5183 5185 5189 5190 5192 5193 5194 5195 5196 5201 5203 5206 5207 5209 5210 5214 5216 5219 5220 5222 5226 5231 5234 5235 5236 5240 5244 5250 5255 5258 5266 5268 5270 5271 5273 5274 5277 5278 5279 5280 5285 5286 5288 5290 5291 5295 5299 5304 5318 5323 5328 5330 5331 5332 5333 5335 5338 5340 5345 5352 5360 5363 5371 5376 5377 5382 5389 5390 5391 5392 5394 5398 5411 5412 5421 5426 5435 5437 5441 5445 5447 5456 5458 5467 5471 5472 5473 5474 5481 5485 5507 5511 5517 5518 5531 5533 5537 5541 5542 5554 5558 5561 5570 5586 5597 5630 5644 5647 5660 5661 5667 5671 5684 5686 5689 5690 5692 5693 5702 5708 5710 5711 5712 5717 5724 5727 5734 5737 5739 5740 5746 5752 5755 5756 5757 5761 5762 5765 5767 5769 5778 5779 5780 5782 5785 5786 5787 5788 5789 5793 5798 5800 5805 5808 5810 5819 5826 5827 5833 5835 5836 5841 5842 5847 5848 5849 5850 5852 5858 5866 5870 5875 5879 5888 5895 5896 5900 5902 5908 5935 5945 5947
've 7 4625 5127 5160 5167 5273 5288 5888
-- 32 4599 4692 4809 4824 4898 4941 4988 5056 5070 5109 5139 5167 5169 5172 5176 5244 5268 5273 5290 5295 5318 5431 5491 5507 5598 5610 5635 5636 5648 5761 5808 5887
-franc 1 5318
-ivori 1 5192
-offici 1 5838
.. 1 5278
... 21 4625 4632 4662 4689 4713 4951 5162 5171 5172 5176 5286 5318 5382 5458 5467 5473 5554 5752 5755 5796 5808
.... 2 5177 5318
0-92 1 5467
0.1 14 4743 4744 4770 4771 4944 5178 5375 5389 5523 5768 5769 5805 5848 5886
0.2 8 4771 5238 5375 5389 5805 5830 5848 5849
0.226 2 5526 5564
0.28 1 5706
0.3 8 4641 4771 5061 5196 5245 5805 5838 5839
0.3-0.4 1 4944
0.35 1 5932
0.38 1 5278
0.4 9 4634 4771 4944 5061 5210 5805 5830 5845 5848
0.45 1 5207
0.5 14 4744 4770 4771 4787 4944 5178 5183 5196 5245 5280 5472 5805 5848 5886
0.51 1 5207
0.531 2 5526 5564
0.545 2 5526 5564
0.6 9 4743 4744 4771 4944 5768 5769 5783 5805 5848
0.6800 1 5189
0.6820 1 5779
0.6858/63 1 5779
0.6864/69 1 5779
0.6875 1 5779
0.6900 1 5189
0.693 2 5526 5564
0.7 11 4602 4771 4944 5196 5769 5803 5805 5807 5830 5848 5879
0.8 15 4629 4634 4660 4771 4944 5061 5178 5240 5769 5798 5803 5805 5807 5830 5879
0.809 2 5526 5564
0.81 1 5517
0.9 8 4744 4944 5215 5318 5375 5389 5447 5523
0/92 4 5363 5467 5611 5639
0500 1 5142
0800 1 5783
0930 1 5792
1 21 4631 4640 4671 4939 5053 5057 5139 5167 5203 5232 5256 5273 5277 5410 5662 5687 5694 5789 5792 5827 5850
1,000 8 4648 4708 5172 5366 5481 5491 5711 5793
18.1 1 5220
18.2 3 4602 5194 5212
18.4 3 5257 5679 5925
18.5 3 4625 5050 5782
18.6 2 4686 5531
18.64 1 5706
18.8 2 5126 5212
18.9 1 4987
180 3 4666 5412 5467
180,000 4 4890 5094 5214 5902
181.5 1 5594
182,000 1 4791
182.2 1 5475
184.55 1 5769
185 1 4822
185,900,000 1 4777
188,362 1 4911
188.9 1 5312
19 20 4625 4729 4735 4781 5327 5335 5412 5422 5440 5554 5556 5632 5647 5658 5706 5707 5787 5870 5930 5934
19,000 2 4747 5084
19,259,000 1 5416
19,488,587 2 5003 5033
19-22 2 5168 5192
19.1 1 5354
19.3 3 4797 5886 5941
19.4 2 5632 5677
19.54 1 5473
19.56 1 5811
19.60 1 5470
19.7 4 4744 5037 5061 5092
19.78 1 4644
19.8 1 5787
19.9 3 4629 5576 5632
190 1 4988
190,000 2 4898 5452
190,677 1 4954
190,742 1 5185
191 1 4602
192 1 5765
192,000 1 5731
1929 1 5473
193,060 1 5218
1934 1 5201
194,531 1 4827
194.33 1 5134
1945 1 5318
195 2 4783 5472
195,000 1 5044
195.3 1 5321
1950 1 4630
1955 1 4593
196,043 1 4827
196,265 1 5931
1960 2 5278 5769
1963 1 4641
1967 1 4744
1970 1 5887
1971 1 4816
1973-74 1 5796
1974 2 5805 5879
1976 1 4741
1977 5 4771 5057 5278 5788 5796
1977/78 1 4640
1978 3 4625 5193 5412
1979 3 4944 5127 5793
198 1 4657
198,919 1 5043
1980 13 4630 4660 4898 5196 5238 5256 5473 5542 5769 5839 5847 5848 5852
1981 5 4625 4787 4833 5245 5376
1982 6 4692 4893 5270 5445 5465 5800
1983 9 4629 4692 4833 5171 5178 5473 5554 5755 5793
1984 10 4678 4679 4692 4893 4951 5172 5201 5203 5371 5410
1984-1985 1 4719
1984/85 1 4898
1985 80 4583 4630 4631 4636 4671 4678 4679 4686 4692 4791 4792 4795 4814 4819 4845 4898 4901 4922 4930 4944 4951 4955 4962 4974 4993 5042 5052 5057 5089 5114 5167 5171 5172 5178 5181 5183 5207 5231 5235 5245 5250 5266 5272 5273 5274 5276 5279 5280 5312 5318 5321 5359 5363 5388 5407 5410 5456 5554 5582 5611 5661 5672 5719 5727 5732 5785 5787 5788 5793 5800 5804 5805 5827 5835 5841 5849 5879 5887 5925 5941
1985-1986 1 4719
1985/86 6 4603 4630 4898 5175 5471 5779
1986 193 4581 4583 4585 4603 4605 4625 4629 4630 4634 4636 4637 4638 4641 4649 4652 4657 4671 4678 4679 4686 4691 4692 4695 4741 4744 4745 4751 4756 4771 4773 4774 4776 4777 4787 4788 4791 4792 4795 4796 4806 4814 4819 4827 4850 4893 4898 4920 4922 4944 4951 4962 4972 4974 4987 4993 5015 5034 5040 5042 5052 5061 5068 5071 5076 5080 5089 5092 5095 5114 5128 5145 5146 5148 5171 5172 5178 5181 5183 5185 5188 5194 5205 5210 5212 5214 5215 5216 5218 5220 5231 5235 5236 5240 5245 5250 5255 5257 5260 5266 5274 5279 5280 5317 5318 5321 5323 5328 5335 5342 5345 5358 5359 5371 5377 5383 5388 5389 5390 5392 5400 5410 5422 5423 5426 5443 5447 5452 5454 5456 5458 5470 5471 5472 5473 5475 5485 5511 5520 5538 5542 5543 5544 5554 5559 5575 5579 5583 5586 5596 5608 5615 5632 5640 5648 5680 5684 5692 5710 5711 5719 5727 5739 5741 5742 5744 5746 5765 5767 5785 5787 5793 5800 5804 5805 5810 5811 5822 5827 5835 5839 5842 5847 5848 5849 5852 5868 5879 5887 5888 5925 5939 5941 5947
1986-1987 1 4719
1986/87 11 4630 4631 4719 4939 4988 5017 5175 5471 5637 5765 5807
1987 85 4585 4602 4613 4625 4630 4636 4671 4679 4692 4732 4769 4777 4796 4810 4827 4892 4901 4922 4944 4951 5056 5062 5071 5141 5172 5178 5210 5214 5234 5235 5238 5253 5255 5266 5318 5323 5328 5334 5345 5351 5356 5363 5377 5383 5389 5390 5400 5410 5429 5440 5443 5447 5454 5456 5467 5472 5473 5474 5490 5511 5523 5525 5583 5592 5595 5635 5658 5680 5684 5692 5711 5725 5737 5746 5778 5800 5810 5835 5839 5847 5858 5887 5888 5938 5947
1987/88 5 4621 4631 5206 5271 5812
1988 28 4592 4625 4631 4636 4640 4648 4708 4884 4893 5040 5071 5139 5181 5194 5219 5235 5279 5345 5410 5453 5456 5474 5611 5620 5683 5761 5796 5888
1989 7 4622 4697 5057 5474 5541 5558 5788
199,000 1 5034
199.6 1 5758
1990 10 4697 4781 5148 5250 5453 5473 5570 5611 5800 5870
1991 2 5057 5810
1992 3 5278 5541 5558
1993 2 5057 5412
1994 1 5788
1995 2 4756 5796
1sr 1 5013
1st 37 4729 4843 4914 4930 5048 5100 5297 5308 5313 5314 5355 5358 5367 5415 5416 5417 5426 5444 5451 5496 5532 5535 5549 5555 5556 5573 5600 5617 5629 5647 5650 5679 5758 5901 5906 5926 5931
2 7 4613 5139 5177 5232 5277 5286 5757
2,000 4 4605 5244 5542 5570
2,001,000 1 5422
2,026,000 1 5573
2,033,000 1 5407
2,033,425 1 4814
2,035 1 5610
2,035,000 1 4974
2,071,676 1 5501
2,093,000 1 5592
2,100,000 1 5431
2,115,662 1 5501
2,123,000 1 5339
2,138,000 2 5090 5266
2,145,967 1 4914
2,173,000 1 5084
2,176,925 1 4765
2,180,000 1 5316
2,204 1 5454
2,239 1 5744
2,246,000 2 5582 5583
2,250,000 1 5390
2,258,216 1 5743
2,281,000 1 5095
2,286,000 1 5266
2,300,000 1 4930
2,309,979 1 5931
2,313,000 1 5128
2,323,000 1 5744
2,368,000 1 5018
2,371,000 1 5682
2,392,000 1 5532
2,393,622 2 5317 5543
2,394 1 4695
2,419,203 1 4914
2,420,000 1 5901
2,426,000 1 5682
2,440,083 2 5317 5543
2,440,100 2 5317 5543
2,462,000 1 4788
2,464,000 1 5565
2,474,357 1 5367
2,494.049 1 5076
2,496,000 1 5356
2,500 1 5445
2,500,000 1 5293
2,506,000 1 5731
2,506,250 1 4729
2,510,000 2 5922 5947
2,525,677 1 5076
2,532,000 1 5492
2,537,000 1 4581
2,543,000 1 5072
2,566,769 1 5451
2,587,000 1 5312
2,596,000 2 5600 5657
2,600 1 5675
2,615,140 1 5610
2,627,612 2 5317 5543
2,635,000 1 5095
2,673,000 1 4892
2,691,000 1 5339
2,712,000 2 5359 5366
2,725,425 1 5078
2,729,000 1 5422
2,750,000 1 5390
2,751,000 1 5316
2,793,479 1 4954
2,798,000 1 5105
2,800 1 4577
2,802,000 1 5072
2,810,132 2 5555 5563
2,843 1 5530
2,867,000 1 4794
2,886,000 2 5582 5669
2,887,200 1 4599
2,892,138 1 5654
2,894,000 1 5545
2,922,000 1 4732
2,925,000 1 5314
2,936 2 5617 5629
2,942,000 1 5422
2,943,000 1 5050
2,944,000 1 5090
2,960,000 1 4803
2,988,000 1 4892
2-1/2 1 4780
2.0 5 4771 4939 5447 5516 5636
2.01 1 5475
2.016 1 5835
2.02 1 5643
2.03 1 5565
2.039 1 5835
2.04 1 5545
2.09 2 4777 5765
2.1 11 4771 5185 5196 5231 5274 5292 5318 5389 5392 5643 5830
2.126 1 5835
2.15 1 5447
2.19 3 4733 4910 5091
2.2 10 4583 4593 4689 4787 5123 5125 5254 5256 5281 5392
2.20 2 5600 5657
2.21 1 5765
2.25 1 5765
2.27 1 5437
2.3 4 5196 5523 5845 5848
2.30 1 5216
2.333 1 4630
2.34 1 5767
2.35 1 5228
2.4 5 4629 4771 4934 5508 5782
2.41 1 5345
2.42 1 5475
2.44 1 5359
2.45 1 5888
2.49 1 5181
2.5 21 4602 4678 4922 4944 4962 5034 5220 5318 5389 5391 5404 5453 5490 5498 5508 5523 5804 5805 5839 5879 5887
2.50 4 5181 5279 5303 5474
2.54 1 5765
2.56 2 4692 5765
2.6 9 4592 4641 4695 4744 4893 5061 5807 5883 5886
2.67 1 4610
2.68 1 4797
2.7 11 4625 4629 4744 4774 4893 5061 5318 5392 5458 5523 5941
2.70 3 5055 5342 5765
2.72 3 4610 5274 5765
2.74 3 5274 5765 5779
2.75 4 4806 5345 5765 5888
2.77 2 5765 5779
2.8 1 5392
2.80 1 5345
2.82 3 5538 5765 5779
2.84 1 5421
2.85 1 5888
2.9 9 4744 5172 5244 5356 5508 5665 5738 5787 5805
2.90 1 5765
2.917 1 5070
2.950 1 5070
2.97 2 5181 5279
2.98 1 5070
2.99 2 5765 5779
20 50 4630 4633 4649 4650 4709 4720 4824 4893 4901 4910 4930 4953 5013 5056 5058 5072 5085 5086 5091 5139 5145 5162 5191 5195 5201 5212 5266 5268 5295 5340 5391 5412 5414 5422 5429 5435 5467 5528 5559 5620 5624 5641 5644 5689 5711 5746 5786 5847 5887 5935
20,000 1 5172
20-year 3 4600 4604 5318
20.0 1 5669
20.00 1 4733
20.02 1 5216
20.1 3 4791 5146 5407
20.3 1 5531
20.39 1 4610
20.4 2 5126 5339
20.5 2 5339 5602
20.50 1 5470
20.6 4 5313 5385 5472 5922
20.68 1 5216
20.8 4 4602 5456 5544 5632
20.9 3 5037 5061 5632
200 11 4617 4625 4692 4711 4740 4953 5643 5690 5808 5819 5932
200,000 3 5185 5283 5597
200,500 1 4918
2000 2 5473 5800
2001 1 5615
201.1 1 5565
201.66 1 4824
202 1 5535
203.6 1 4660
205,000 1 5327
205,060 1 5218
205.4 1 5744
209.3 2 4901 4930
209.4 2 4635 4638
21 16 4649 4691 4720 4820 4893 5076 5078 5312 5351 5438 5452 5464 5465 5573 5661 5765
21,538,000 1 5416
21,798,000 1 5055
21,918 1 4686
21-storey 1 5780
21.0 1 5582
21.2 1 4884
21.3 3 5037 5061 5894
21.4 2 4791 5573
21.5p 1 5264
21.60 1 5371
21.7 1 5941
21.9 1 5544
21.95 1 4829
210 1 4988
210,000 3 4609 4898 5244
211,074 1 5423
213 1 5887
215 1 5672
216 1 5274
216,000 1 4791
217 1 4692
217,000 2 5003 5731
217,217 1 4695
217,852 1 5431
217.28 1 4938
217.9 1 4630
218,000 1 5339
21st 2 5094 5769
22 27 4633 4644 4691 4692 4709 4777 4810 4934 4944 5070 5128 5176 5290 5293 5314 5367 5390 5416 5464 5473 5475 5494 5531 5592 5632 5683 5887
22,000 1 4747
22.1 3 4637 4695 4934
22.12 2 4993 5052
22.14 1 5371
22.2 1 4660
22.3 2 4820 5941
22.4 3 5531 5684 5692
22.5 6 4695 5472 5602 5657 5684 5692
22.6 2 5422 5741
22.63 1 5811
22.8 2 5327 5452
22.94 1 5371
220 2 4778 5270
221.53 1 4938
221.8 1 5253
222 3 4577 5445 5487
222.2 1 5680
223,151,000 1 5355
223,297 1 5566
223.0 1 5680
223.2 2 5253 5650
224 2 4962 5739
224.08 1 4938
225,576 1 5218
225.4 1 4794
226,000 1 5576
228 1 4621
228.5 1 4621
23 20 4777 5058 5072 5081 5085 5145 5190 5231 5385 5390 5411 5412 5492 5495 5520 5585 5592 5669 5671 5822
23.0 1 4765
23.1 3 5354 5464 5782
23.2 2 4636 5678
23.5 1 4934
23.6 1 4820
23.68 2 4993 5052
23.7 1 5146
23.76 1 5815
23.77 1 5234
23.8 1 4625
230,949 1 5043
230.6 1 5314
231 1 4962
231,722 1 5191
232,006,000 1 5355
232.0 1 5650
232.1 1 4660
233,000 1 5582
233,313 1 5191
233,641 1 5191
233.9 1 4660
235,000 2 4593 4689
237,000 1 4898
237.74 1 5228
238 1 5887
239 1 5473
24 33 4739 4775 4841 4893 5012 5048 5114 5123 5125 5142 5156 5171 5235 5281 5309 5330 5335 5346 5414 5458 5570 5576 5579 5677 5682 5711 5734 5742 5744 5815 5830 5849 5889
24,000 1 5788
24-hour 1 5630
24.06 1 5815
24.1 1 5682
24.13 1 5264
24.2 1 5739
24.5 1 5894
24.60 3 4733 4910 5091
24.7 1 4792
24.8 1 5544
24.9 1 5516
24.98 1 4690
240 2 5097 5234
240,697 1 5454
240,902 1 5451
244 1 4938
244.5 1 5314
245 1 5467
246 1 5765
247,000 1 4803
247,970 2 5317 5543
248 1 4644
248,000 1 5847
249 1 5887
24th 1 5769
25 29 4602 4609 4818 4819 4987 4999 5083 5092 5095 5166 5222 5268 5278 5335 5342 5351 5356 5501 5525 5537 5585 5664 5671 5711 5737 5812 5847 5876 5896
25,000 1 5244
25,165 1 4630
25,836 1 5530
25.1 2 4892 5257
25.2 1 5531
25.4 1 5654
25.7p 1 5264
25.8 3 4974 5293 5842
250 6 4649 4691 5172 5258 5398 5491
250,000 4 4697 5258 5317 5543
252,000 1 4803
252,160 1 5566
253 1 5765
256 1 4657
257 1 4938
259,000 1 4972
25th 2 5167 5273
26 22 4794 4918 4956 4983 5190 5205 5235 5411 5426 5464 5473 5531 5537 5586 5593 5640 5644 5689 5722 5906 5911 5913
26,000 1 5345
26,158,000 1 5055
26,541 1 5931
26.11 1 4610
26.3 1 5741
26.7 2 5544 5723
260,000 4 4697 4983 5118 5655
260,500 1 4918
260,702 1 4827
261 2 5684 5692
261,000 1 5034
265 5 4666 5542 5554 5818 5852
265,000 1 5095
267,807 1 5191
268 1 5765
268,038 1 5191
269.5 1 5339
27 19 4585 4756 4920 4970 5168 5192 5327 5329 5340 5494 5495 5522 5532 5570 5598 5663 5723 5787 5796
27,220 1 4686
27.01 1 5811
27.2 1 5926
27.3 1 5573
27.5 1 5083
27.6 1 5592
27.9 1 5437
270,000 2 5214 5444
270,400 1 5218
270.4 1 4732
271,538 1 5925
272.8 1 4732
273,000 1 5034
273,300 1 5218
274,531 1 5191
274.4 1 5339
274.9 1 5901
275 2 4758 4774
276 1 5235
276.7 1 5071
277 1 5274
278,709 1 4884
279,000 1 5758
279,718 1 5354
279.085 1 5060
28 36 4583 4630 4772 4893 4953 4964 5070 5117 5142 5235 5256 5270 5297 5314 5334 5355 5390 5426 5429 5431 5461 5464 5494 5532 5556 5573 5592 5647 5650 5672 5680 5706 5744 5887 5901 5934
28,000 1 5894
28,045 1 5741
28,439 1 5215
28-1/8 1 4772
28.2 2 5437 5669
28.3 2 5464 5576
28.5 1 5089
28.625 1 4937
28.8 1 5911
280 1 5780
281.546 1 5060
283,000 1 4974
283.1 1 4590
284,000 1 5744
284.4 1 4794
285 1 5610
286 1 5216
286,000 1 5738
286,440 1 5218
287 1 5765
287,940 1 5218
289,649 1 5906
29 9 4581 4792 5040 5042 5076 5359 5366 5440 5769
29,000 1 5749
29.1 2 5554 5677
29.3 1 5723
29.4 1 4806
29.5 2 5212 5316
29.6 1 5922
29.7 1 5257
29.9 1 5941
290,000 1 5334
290.55p 1 4659
292.3 1 4744
293,000 2 4747 5333
294 2 4682 4938
294,000 1 5128
295 2 5684 5692
295,000 1 5333
299,000 3 5595 5654 5725
2cv 1 5172
2nd 28 4901 4914 4930 5015 5072 5090 5126 5297 5313 5314 5367 5415 5426 5437 5500 5530 5543 5573 5592 5600 5632 5657 5677 5712 5723 5894 5930 5931
3 8 4585 5053 5057 5139 5232 5277 5516 5604
3,000 3 4769 5150 5244
3,000,000 1 5716
3,001,000 1 4972
3,006,372 1 4729
3,016,000 1 5545
3,030,548 1 5078
3,035,000 1 5682
3,052,000 1 4732
3,101,000 1 5095
3,108,000 1 5475
3,122,000 1 5342
3,125,000 1 5295
3,144,000 1 5565
3,154,673 1 5051
3,158,000 1 4974
3,182,000 1 4788
3,195,000 1 5105
3,209,000 1 4803
3,213,310 2 5317 5543
3,229,000 1 4972
3,234,000 1 5682
3,242,641 1 5076
3,284,955 1 4765
3,295,000 1 5334
3,296,000 1 5573
3,300,000 1 4814
3,317,104 1 5076
3,321,000 1 5898
3,324,000 1 5898
3,325 1 5283
3,325,000 1 5731
3,375,000 1 4732
3,387,000 1 5738
3,392,000 1 5582
3,398,000 1 5723
3,399,993 1 5078
3,408,481 1 5451
3,417,659 1 5437
3,419,000 1 5422
3,433,000 1 4791
3,501,000 1 5901
3,533,000 1 4747
3,567,138 1 5654
3,615,000 1 5316
3,620,000 2 5334 5582
3,661,565 2 5555 5563
3,666,000 1 5632
3,670,000 1 4775
3,673,000 1 5018
3,674,000 1 5545
3,675,000 1 5314
3,686,000 1 5377
3,700 1 5209
3,718,325 1 4814
3,740,970 1 5029
3,744,000 1 5595
3,792,138 1 5654
3,799,000 1 5898
3,800,000 1 5409
3,847,375 1 5309
3,848,000 1 5390
3,857,000 1 5494
3,894,000 1 5576
3,936,000 1 5015
3,951,000 1 4794
3,965,000 1 5015
3,986,000 1 4805
3-1/2 2 4602 5127
3.0 6 4777 4934 5037 5061 5647 5805
3.01 1 5765
3.03 1 5207
3.06 1 4893
3.07 1 5207
3.1 5 4640 4884 5219 5244 5358
3.10 1 4623
3.16 2 5055 5264
3.2 3 4602 5172 5805
3.22 1 4629
3.25 2 5767 5888
3.3 4 4640 5092 5388 5830
3.35 2 4797 5474
3.36 1 4777
3.37 1 5214
3.38 1 4773
3.39 1 5274
3.4 7 4744 4944 5241 5378 5389 5490 5523
3.40 2 4623 5214
3.42 1 5511
3.43 1 5525
3.44 1 5214
3.45 1 4610
3.48 1 5146
3.5 13 4625 4629 4944 4951 5061 5245 5447 5467 5630 5761 5830 5848 5900
3.50 2 5293 5888
3.54 1 4679
3.55 1 5274
3.56 1 5371
3.58 1 4644
3.6 7 4951 5061 5146 5178 5196 5264 5711
3.65 1 5274
3.7 4 4581 5245 5725 5842
3.74 2 4745 5264
3.75 3 5373 5379 5888
3.78 1 5767
3.8 2 5838 5842
3.80/90 1 5241
3.83 1 5767
3.84 1 4777
3.85 3 4692 5371 5501
3.86 1 5765
3.87 1 5526
3.9 6 4695 5092 5447 5523 5830 5941
3.90/4.0 1 5241
3.95 1 5241
3.99 1 5767
30 64 4599 4603 4610 4613 4630 4650 4681 4682 4696 4720 4751 4783 4798 4893 4894 4922 4991 4998 5009 5013 5031 5046 5054 5055 5056 5080 5116 5119 5189 5203 5212 5235 5241 5270 5276 5277 5278 5300 5345 5377 5383 5400 5412 5435 5455 5483 5502 5542 5603 5635 5636 5660 5716 5721 5722 5727 5732 5765 5779 5808 5852 5888 5914 5931
30,000 4 4983 5113 5398 5741
30-day 1 5517
30.1 1 5941
30.27 1 4623
30.3 1 5494
30.375 1 4937
300 12 4602 4657 4692 4795 4893 5097 5145 5268 5283 5318 5842 5941
300,000 8 4609 4659 5139 5150 5244 5257 5318 5648
301 2 5009 5031
302,000 1 5333
303,000 1 5327
305.5p 2 4659 5429
307.0 2 4788 5438
308,927 1 5029
309,000 3 4696 5056 5333
30p 1 5219
31 116 4590 4592 4610 4621 4631 4640 4686 4729 4779 4794 4796 4803 4827 4887 4901 4914 4930 4954 4972 4990 5013 5021 5034 5048 5051 5055 5056 5057 5058 5070 5072 5078 5083 5086 5090 5092 5100 5109 5128 5153 5188 5210 5219 5228 5234 5300 5309 5313 5316 5327 5339 5356 5358 5367 5377 5385 5390 5400 5409 5410 5415 5416 5417 5423 5426 5437 5443 5444 5451 5454 5455 5496 5501 5505 5517 5525 5528 5530 5535 5540 5546 5555 5563 5573 5586 5593 5594 5595 5617 5624 5629 5632 5635 5654 5658 5677 5679 5682 5707 5712 5725 5731 5741 5742 5749 5758 5778 5807 5815 5822 5858 5894 5898 5906 5926 5930
31,734 1 4954
31,896 1 5501
31.0 1 5635
31.18 1 4610
31.2 1 5084
31.6 2 4765 4810
31.7 2 5084 5095
31.9 1 5095
312 1 5767
313,000 1 5483
313,676 1 5894
314,000 1 5682
315,000 2 5334 5847
315,500 1 5383
316,000 2 4622 5422
316p 1 4659
32 6 4729 4894 5046 5055 5312 5495
32-1/2 1 5517
32.5 1 5592
320,000 1 5313
321,000 1 5452
323 2 4692 5767
323,000 1 5452
324,000 1 5105
325,000 1 5334
325-unit 1 4893
327,000 1 5930
329,999 1 5818
329.4 1 5573
33 12 4640 4796 4893 5116 5119 5156 5297 5382 5398 5473 5667 5796
33.0 1 5494
33.3 1 5495
33.36 1 4938
33.4 2 5738 5941
33.5 2 5050 5912
33.8 1 5422
33.89 1 4610
33.90 1 4829
332,995 1 5218
332.7 1 5901
333,000 1 4671
334,000 1 5050
335 1 5223
336,000 1 5798
337,100 1 5798
337,867 1 4686
34 11 4794 4972 4974 5056 5128 5177 5286 5313 5385 5410 5687
34,101 1 4914
34,940 1 5606
34.5 1 5554
34.59 2 5183 5280
34.6 1 5452
34.7 1 5367
34.76 1 5371
34.8 1 5422
34.9 1 5422
340 1 5274
340,000 1 5789
340,036 1 5566
341,145 1 4934
341.7 1 5015
342.9 2 5141 5287
344,039 1 4765
346.4 1 4590
347,026 1 4679
348,298 1 5029
349,000 2 5407 5749
349.2 1 4788
35 16 4911 4990 5128 5171 5308 5317 5355 5442 5467 5500 5538 5543 5567 5650 5654 5822
35,000 2 5592 5796
35.01 1 4690
35.1 1 4892
35.12 1 4938
35.2 2 5422 5912
35.29 1 5941
35.3 1 5941
35.5 1 5475
35.8 1 5417
35.9 1 4884
350 5 4735 4781 4893 5870 5932
350,000 1 5134
352 1 5216
354 2 5765 5767
355 3 4681 5216 5223
355,000 1 4732
358 1 4681
358,000 1 5417
359,000 1 5563
36 11 4621 4791 4892 5055 5475 5511 5542 5683 5765 5852 5930
36,000 2 5725 5827
36,101,000 1 5438
36,400 1 5214
36.00 1 5757
36.28 1 5941
36.45 1 5371
36.5 1 5359
36.84 2 5939 5941
360,000 2 4941 5139
362,000 1 4898
365 1 5767
365,000 2 4803 5214
366,000 1 5339
368.0 1 5573
369.4 1 4893
37 7 4748 5314 5355 5582 5583 5650 5934
37,000 1 4747
37,375,000 1 5438
37,600 1 5214
37.0 1 5089
37.1 1 5941
37.4 2 4686 5894
37.4p 1 5219
37.5 2 4690 4745
37.6 2 4659 5417
37.62 1 5815
37.7 2 4792 5682
37.9 1 5312
370,000 2 5018 5195
371,000 1 5090
373 1 5711
374,108 1 5461
374.0 1 5438
375 1 4893
377 2 5059 5060
377,000 1 5680
38 11 4765 5084 5385 5402 5475 5600 5657 5682 5738 5796 5922
38.2 1 5257
38.20 1 5222
38.3 1 5367
38.4 1 5941
38.5 1 5359
38.6 2 5407 5565
380 1 5400
380.0 1 5635
381 1 4602
381.7 1 5422
382,000 1 5407
385,000 1 5214
385.0 1 5422
386 1 4756
386,157 1 4637
389.5 1 5015
39 6 4732 5128 5150 5412 5592 5762
39,169 1 5051
39.2 1 5327
39.32 1 5640
39.4 2 5257 5712
39.7 1 4581
39.75 1 5757
390,000 1 4697
391 1 5800
392 1 5765
393,000 1 4671
399,000 1 5214
3rd 24 4759 4777 4794 4803 4827 4892 4934 4954 5034 5046 5051 5055 5327 5339 5356 5494 5501 5595 5658 5680 5725 5738 5741 5749
4 6 4938 5059 5060 5139 5377 5757
4,000 4 4735 4781 5150 5870
4,014,000 1 4747
4,023,200 1 5671
4,028,231 1 4920
4,043,200 1 5750
4,059,702 1 5610
4,066,777 1 4954
4,107,000 1 5930
4,124,000 1 5898
4,127,000 1 4930
4,128,000 1 5090
4,131,000 2 5339 5898
4,132,129 1 5367
4,147,248 2 5617 5629
4,166,750 1 5029
4,172,188 1 5575
4,186,000 1 5898
4,191,540 1 5076
4,194,000 1 5339
4,202,000 2 5355 5650
4,271,000 1 5500
4,346,000 2 5355 5650
